delta,theta,alpha,beta,gamma
0.002904122915960665,0.001158607476863978,0.0005160361805624054,0.0006326642338059113,0.00015878508891859893
0.0040129816153850395,0.0004309908805421293,0.000640137623052209,0.0007742155812734084,0.00013736719821767833
0.003925802949575395,0.0006600010001285721,0.00042182907372343933,0.0005995594709630275,0.0002796285282989983
0.008418990173139554,0.002708227479699174,0.003100592604238673,0.013782169249523281,0.03117820519375435
0.004375977238005511,0.0011203470362758413,0.0005644187212070904,0.0007548622500161764,0.006418599567502768
0.004191728229645198,0.0009729016759778166,0.0005413411272830448,0.0011298186851756678,0.00040678027126717645
0.0026758311453602317,0.00035843810065824057,0.0006359679097960344,0.0010326637489387416,0.00035292092853485773
0.00237731022427436,0.00045110688829896916,0.0005349909143110442,0.0006395231528845545,0.00020198835753365636
0.0032979604946668075,0.0007166660771917614,0.000683724805722031,0.000948066982017321,0.00020707103398924276
0.003305130482663678,0.001161637667198254,0.0007218698952524352,0.000965029030688042,0.00024172178211380512
0.002254083102425769,0.0006451842035804147,0.0005331741789852554,0.0008237117541366159,0.00027185308621569237
0.0027492151203696085,0.0008883714335346407,0.0007373109021765063,0.0015160355367351901,0.00026576086539787703
0.0014525156108692037,0.0004250607077771395,0.0007088914110428059,0.0008106841447500666,0.000196454755655991
0.0010450368994048243,0.0007524396615965392,0.0006107344913120541,0.0006257267708949603,0.00018293521085120627
0.002789904093567965,0.0007310112603843835,0.0006009275851018342,0.000993261452903813,0.00020140764414622875
0.0015535946028840738,0.00045935267065088585,0.0006273713303120981,0.0007371518203586639,0.0002248434545446244
0.0022019763265317613,0.0007097089898054244,0.0008797083088344094,0.0007384731912326531,0.00017822983688173838
0.002840156428368484,0.000525839411109012,0.0008140791264924045,0.000740860486178577,0.00016535820083060684
0.002447810309188237,0.0006499444529253542,0.0004618600476134711,0.0006589885211411684,0.0002602987975014734
0.004286890706146582,0.004282421412317999,0.0008139046227834943,0.003857197602015286,0.01746233681236296
0.0027431548220566864,0.004093448851326518,0.003208668268980059,0.002159386225519776,0.0067224898405771
0.0012890197005947079,0.0016511762470357277,0.0010333356370331806,0.0011569142964181424,0.0002636135295060817
0.0019980344951209795,0.0007942380699018294,0.0012492709005463864,0.0008559538244189645,0.00018169243817438022
0.002618029041787457,0.0007914503332716136,0.0007438285017649052,0.0007929545590966838,0.0001719244876650052
0.002080964055297676,0.0008610435393088476,0.0010808914136488683,0.0009287109795405629,0.0002970899102132984
0.0024348905005343213,0.0018277612297421676,0.002083836524294043,0.008731270658657711,0.025970174031482326
0.0013187044218354285,0.0017114066778123815,0.0011344386533940643,0.002681926104339558,0.012652612557397953
0.0030376128019181676,0.0029761146711719615,0.0011484432188532548,0.0009824371193956373,0.00022546485726136038
0.0034173718802152603,0.0025409013171940205,0.0017861708397889982,0.0011159494363813974,0.00019094188978748577
0.010517972966227817,0.005130838055177054,0.003207017089690532,0.013696827936753003,0.024430593446605496
0.011885885220826918,0.008794437941117597,0.0021715760722536503,0.004992774029130892,0.013619140609225465
0.006773080050572236,0.0073307370171966256,0.002942437013816697,0.0019409716035643822,0.00029532475040632326
0.004180045220548714,0.003315424340968302,0.0023495856280153532,0.0018953727690930189,0.0024331332314193833
0.002184938607652504,0.0023740938052083348,0.0021109156526273472,0.0019686667942518453,0.004481799039727218
0.0034852240751508546,0.0018513500476856452,0.0022123981148785225,0.0021747648631622023,0.00034288642083072436
0.0037666043487420905,0.0031624944306818765,0.0023797659923740448,0.006029582160030921,0.01752404319712959
0.007399986316959771,0.0090785487055279,0.0034339764592131996,0.0034731461394405415,0.01074242927637075
0.009987864372955874,0.00756693738574557,0.000713966656976435,0.010612163313259204,0.023779783562277095
0.007595826174078639,0.0031070943187739095,0.0016660185711806236,0.004843935412581721,0.01638796435398511
0.002905702023126613,0.004099433872049719,0.0020677825632806185,0.0010316044841885673,0.0003371220110620011
0.0033104540722692154,0.002087436284103626,0.0011257073004996606,0.0010308434557739685,0.00022821723031988197
0.0021797368447877066,0.003970101495360762,0.0012969887672308936,0.0012815524260522244,0.00026800562278739574
0.003722565422588743,0.0025628615571470386,0.0010007848869851277,0.0011414097541735304,0.0002294759082300528
0.004650002593410177,0.00325275902186907,0.0010378991925200681,0.0012544202914104683,0.00020742061820607467
0.0033729922273145335,0.0021894471451352347,0.001153130706198365,0.0010266876071516862,0.00018488727252932686
0.003014450828943629,0.003174248657574977,0.0012848355379383016,0.0012845815414525476,0.00017078928638048646
0.0032435119209878764,0.002351191693827555,0.0010874866728928132,0.0013469605418918,0.00018227189068608025
0.004873583281505087,0.0014735422992652376,0.0013431673770172492,0.0014289017883614928,0.00018508149484859325
0.006637125112287983,0.0021393102058179726,0.0013244762386640427,0.0016033491019817035,0.00023112685382071022
0.003994740833238857,0.004376218976223382,0.000740350209242381,0.0014339153056322706,0.00022732671161137838
0.0023707761843616594,0.0023349094192037364,0.0009947862046011148,0.001631653130345714,0.0001861506505720279
0.003574125526702706,0.0025750925047325593,0.001423170911194723,0.0007034901200347858,0.00018758653435144238
0.0038132190109428127,0.0012827121470317965,0.0012228679941511432,0.0008203384755719555,0.00016923487857509664
0.003353760477414973,0.0023447586693590896,0.001008801015453734,0.0011115630603457795,0.00019816049765295128
0.0066549394542954705,0.0019617870509195377,0.0012090549724485776,0.001327778235710274,0.00025650044614274016
0.0038962029731531007,0.001037957678115013,0.0009415732409833274,0.0008840501286061513,0.00016013285053005988
0.0017825851846752436,0.001078487652702062,0.0008080227504807046,0.0009644364540738088,0.0001499134652186586
0.0025369449428865733,0.0009503515034017553,0.0008917040098977622,0.0010093043598410766,0.0001216833100733749
0.001961126420190127,0.0006628793234815279,0.0007129128515775629,0.0011843264541899776,0.00019506686877935982
