delta,theta,alpha,beta,gamma
0.005390441397088645,0.0022224078535872964,0.0012443789818136221,0.0020952289219000977,0.006596260729222696
0.005682477593101233,0.0013687377926067136,0.001252105137051246,0.0017396301091459855,0.0007132971294159693
0.004774784127312852,0.001304067324237208,0.00119460821854001,0.001442423548144931,0.00034372609013860696
0.0026908029494887345,0.00127521120777467,0.0003634254433745514,0.0015087653128405434,0.00023992790132826704
0.003207923267341231,0.0011515171796527895,0.0007201928354669213,0.0013736693735258536,0.00035238417492584304
0.005503809063405431,0.0008571194932725328,0.000923873662752523,0.0011800736826166288,0.001159399685118201
0.003114052838113758,0.0015418278796441652,0.0010356450586789362,0.0012913592584295982,0.0005746169029261514
0.005058479556077335,0.0014141307166088985,0.0010047696900255345,0.0015750951675283025,0.0003277293323108721
0.004344890477437205,0.0009189493405146587,0.0008923723461699717,0.0009105944115103902,0.0007557657198802285
0.00584471137723417,0.0018207746047869701,0.000925828419926783,0.00121156784894376,0.0012000386017035132
0.0058018050467392385,0.0008267448139036908,0.0013595953977023308,0.0011304392995731918,0.0007436916761653394
0.003668988350977404,0.0018013175621027404,0.0013290824791764042,0.0010000412861236065,0.0005487632211474707
0.005042255650097726,0.0018346622156156036,0.0010401890820551508,0.001204523078492429,0.00035073621467363026
0.005029137391186828,0.0012966287812437559,0.0008069476069589281,0.001471014134813107,0.00038737614290912446
0.004211350269606271,0.0012216334368509941,0.000678456347250396,0.0008334030511369204,0.00036819115623392144
0.003262797455310405,0.0012605492746121131,0.0014879726427754333,0.0010272088894999313,0.0002602356789928943
0.002608113959664151,0.0009723457589103725,0.0012406063942482493,0.001473287797772994,0.0007427160205916094
0.004963158004147823,0.0016021332692245961,0.0011094191525273028,0.0011126649689774404,0.0012436251703649114
0.004140503693514212,0.0010068274587196459,0.0008944847403943907,0.0010776258958642673,0.0002936504073433499
0.004170889248161476,0.0008425272326939022,0.0009965728500518065,0.0011881808430695715,0.00029473837740465945
0.005254372707661484,0.0009566072240529216,0.0012290560553781828,0.0013928662931532436,0.0007944964533387615
0.003859370232546549,0.0011010207494326052,0.0008757277075327963,0.0015876285656364095,0.0007678974280726064
0.00445538812069405,0.0009321238732935763,0.001137492455236075,0.0012540678780525753,0.0003313189418561157
0.004232587013528763,0.0013784884062906743,0.0020242060041887363,0.001183013710524329,0.0002863130562597182
0.0032005539018419536,0.0020041961039022173,0.0017630118140773384,0.0016191025154042558,0.0003240191706598849
0.00419188517083065,0.0017556152033561243,0.001164733813504536,0.0009969083977587041,0.0003305064380482114
0.007195653436765913,0.0013248094585153448,0.00135711113422867,0.0015532128151987123,0.0008194359386636995
0.006102234632940925,0.001744399772376949,0.001135667330859647,0.001832151644701649,0.0010956718271379947
0.004703368855379406,0.0016804573401361005,0.0011824725448892198,0.0015697597079899267,0.00047457712647392043
0.004445933865758486,0.0013513544125069337,0.001694368152464717,0.0015155844823463865,0.00024888768968351016
0.004653987878829726,0.0014508727460206458,0.0013669997966107939,0.0012199809458425387,0.00029378010297388793
0.0054682049105016246,0.0013283581713314208,0.001196062678271904,0.0014392144988625132,0.00033866101999950084
0.004995521149564191,0.0013852272547148472,0.001321230319403673,0.00120306218070914,0.0006673896434796867
0.007171483200795718,0.0012134126523440758,0.001690214803458647,0.0009661095804501159,0.0012464371611669383
0.011652903664367019,0.004630058036462937,0.004455698820814427,0.004610546582613189,0.00883296482707695
0.004960799208082804,0.0019408523108005995,0.0018204250482973547,0.00138750334939839,0.0019642878656223476
0.004771062819634545,0.0018178960920849129,0.0006558386046990878,0.0038392110059397933,0.008165983512295241
0.008257596901169489,0.0014780119684884097,0.0010250131035105746,0.001288130748725041,0.001591178586902177
0.007051537433374135,0.001554474492274921,0.0008012432423192091,0.0009539373313747125,0.0005469210063484586
0.008830913627132354,0.0025794025509644136,0.00200956371213591,0.00196889144663407,0.0008227507331507957
0.006422098340082598,0.0030560801889663843,0.0030596243221613665,0.003869530364515351,0.004454083733048894
0.004654523328457734,0.002160471882486247,0.002039023284026902,0.0021454137903566977,0.00110980416527695
0.0021537875752746624,0.0011322421653807248,0.0006708284163410606,0.0012851256922307532,0.0004794483106089357
0.0034850541229942524,0.0007485457666970914,0.0006636973768613116,0.0012087992362955404,0.0009342695660631078
0.005990902169181895,0.0008166273048534954,0.0010938588891346085,0.0012874809348952705,0.0004927464128516473
0.0039657816137753646,0.0006684655045301665,0.00102065137643705,0.001206922182988018,0.00026853679753054957
0.004568400514539351,0.001042261851041532,0.0012047845081056767,0.0010445766949343834,0.0003520315624990097
0.014329709039762417,0.00395952257567628,0.0012854770634390287,0.0014925592861676435,0.0006694521024286373
0.013736413576576359,0.0023635833044366077,0.0012332795084585644,0.001894622679183337,0.001201535491195157
0.00886731840922288,0.0019299363951911798,0.0008969405145215655,0.0016404775793352957,0.0005937538171516099
0.00653036836003749,0.001145032592028687,0.001400922791472965,0.0011394066371490498,0.000914175193637137
0.002218049129517786,0.000648961456146005,0.0011125853760318132,0.0014150207050842925,0.0007359716169768501
0.005992805250643507,0.0011319290460285881,0.0012506724153289975,0.0012275811893449778,0.000572107780367703
0.003055099415447665,0.0008124402983575132,0.0016491139154596467,0.0016982876688741622,0.001128066718634202
0.003204457746422724,0.0007117847743288314,0.0012404945575215614,0.0011535202075738096,0.0011414525940611024
0.00360395047693903,0.0011467861083619283,0.0011244799836384104,0.0012923574606538014,0.0008263674764497427
0.005423493715320963,0.0007820664118317253,0.0020270921782071997,0.0011847786698013021,0.0009731750763594087
0.0025856644541761963,0.0012047387896464803,0.0016907240831381446,0.0012874842268615662,0.0011095911940855407
0.0048726073583228915,0.0009792015502123924,0.0022608769823971096,0.0012022535016843322,0.0011896010118644124
0.005807454527615881,0.0012105647249054895,0.002371671352383845,0.0015568103038224258,0.0006478938527510075
0.004695829827571747,0.0010892280111596058,0.001179122432530739,0.0022952685051627684,0.00039718558597718343
0.003924305237229018,0.0009056562185092042,0.0014147542680277088,0.0010362304420406421,0.0007848383621179848
0.0038981338993531933,0.0012456163778507352,0.0011519306254006813,0.0010540860546460592,0.0006723178935681489
0.0041002693368049,0.0008614280297448523,0.0010833680799553868,0.00108364065551608,0.00027949313065189
0.006056909382391558,0.0018844773807440342,0.001161035650561588,0.0019786686309950863,0.001203710533672526
0.008282348617181912,0.0012783656386082959,0.0013637310067452421,0.0012351782823895184,0.0009148061244063816
0.00451580869960509,0.0009456186359216483,0.0011640316976773474,0.001426371745991054,0.0007657828230531601
0.004695810330761341,0.0013269848397727067,0.0012651225750775108,0.0016627847555482874,0.0006846841250010638
0.006248586149321984,0.0009705003829949469,0.0009516343500532159,0.001389438006983285,0.0004053756092340157
0.008663787560199376,0.0008957436297992007,0.001338074099119424,0.0012436657505152848,0.0005801653954208428
0.005768472497615101,0.0009268561197964043,0.0018622886277324898,0.0010076959660665621,0.000868321271876084
0.006365906556480293,0.0009413719133638913,0.0009518481459555481,0.001593225383981769,0.000670428975630167
0.0036053743335262324,0.0008542514261647657,0.0010693049934518584,0.0013080224778604494,0.0004063537292026558
0.004981466814410791,0.0009097935138933333,0.0010190944126225439,0.0013314187247105492,0.0004162561780084916
0.00364936773473404,0.0007995715848008152,0.0008730376330227194,0.0011900653309913807,0.0003898874419562926
0.003970687187172332,0.0008224792131069995,0.0011103147941786747,0.001498435157263293,0.000919224632291471
0.004094539661989142,0.0006080392358278177,0.0010421299082316094,0.0014198736802202322,0.0005828056962044485
0.0029971688004292694,0.00043579288278366166,0.0009383155452900235,0.0011448548474613167,0.0002606876037290151
0.003707127266029419,0.0004971581997523891,0.0012803951361550225,0.002361090237138509,0.004415404423345801
0.015657614514342527,0.007196996245429755,0.0012863721034399242,0.0031261634786585216,0.005170954714904426
0.015762446001750564,0.004227895870393238,0.00098618708206932,0.0022081825879228553,0.0028991648280066503
0.0040332291345869945,0.0009315461532151711,0.0011373116787935095,0.0013367714384015408,0.0005951140504084956
0.010783476572882474,0.0031090944384395266,0.003971960928962858,0.005210743597925036,0.007927041192537223
0.014679287929419405,0.0016635614848201597,0.003944536878796934,0.0037944576940202187,0.006762246277284849
0.00494164020789853,0.0024933280108284874,0.0017585448984466017,0.001738396649839095,0.0004146716033743039
0.006985635421338837,0.002456088414693174,0.00116692655546342,0.0017676367722138878,0.0004443910753527844
0.00474535542894078,0.0026658477077020257,0.0008415473102520263,0.0013035914765593968,0.0004025380139711045
0.004305892009287866,0.0014619022001217973,0.00076310295046358,0.0013369008221856499,0.0003668956759232329
0.0046171266819393635,0.0011754675978126851,0.0013572516962932924,0.001169321117466001,0.0004251724611845588
0.002243732679719365,0.0011265929298513548,0.0012304514821985843,0.0016951268212609945,0.000331911797920847
0.005943156071560833,0.0008501969006866366,0.0007669352454873552,0.0011766410956898855,0.00031253114731441566
0.004920810205107189,0.0012521578522184415,0.0015788330825678744,0.0015551067103798796,0.00023636564935119764
0.004522078884745896,0.0012898753747348367,0.0013038875352995773,0.0021306018871319107,0.00029311953811917546
0.0058227514310660216,0.0014821007788806996,0.001001230326647631,0.0016146476389131109,0.00038951720827993375
0.009982017927005898,0.0026369710969964526,0.002408305458444961,0.0016604377805984165,0.0005610468649795025
0.006131081685800415,0.0013816056359295594,0.0023651371718409796,0.0014793619536697233,0.0006053130056577435
0.005277264829058748,0.0010845441582619446,0.001387190877662996,0.0011470940069901923,0.00025109552880084443
0.004973997997117173,0.0010398095254889868,0.0007268715435190742,0.0013715318839277607,0.000363252300504001
0.008700215762732244,0.001716563746092266,0.0012917740862787986,0.0024025649463747115,0.00044263842647652464
0.008268218392947618,0.001561279157813567,0.002705187174335151,0.0020374575268682247,0.0003192179931987881
0.004293887193491337,0.0007119759264886497,0.0009490807188423547,0.001235718297206997,0.0002827451897972956
0.003292852609300883,0.0009066913794526921,0.0009218670192276133,0.0010570196559978365,0.00030367752483468464
0.005490755079024799,0.001187082494615262,0.0009973458076736068,0.001251283695539653,0.0003393508210560162
0.004753235055641845,0.0012395065878182496,0.000784528290141124,0.0015207971808069716,0.00030942055109745513
0.0028088719098677663,0.002149438872427727,0.0008260466807998479,0.0013010968376131445,0.0003162681125687602
0.004590679272040906,0.00368284318641914,0.004465978257888081,0.0014924405393670738,0.0004208348668684286
0.0051360194253575455,0.0010171386487251774,0.0011811034140897412,0.0013049013479588647,0.000321676491891088
0.0038490178458935737,0.0009528345381602339,0.0010141768332465118,0.0013152462970991068,0.0003462096824684861
0.003350241069248518,0.0009525447340368049,0.0011127915891214917,0.0011716414278284675,0.00043416092437743555
0.0032343756155501537,0.000807636873550097,0.0005583597609127534,0.0015419577128712777,0.0004038460673518903
0.004168518340720222,0.0012294459789978177,0.0006870696555486527,0.001455709266084453,0.0003112223511959712
0.0030817860559842637,0.0013862029629735512,0.0006180180213740722,0.001169540081714787,0.00039730897741477344
0.003954991856985447,0.0011569261132487532,0.0011217636209808297,0.0014424524098301794,0.00038533342549780953
0.0056598240193958,0.0019093093089693302,0.0019683746670870303,0.0015171732544023064,0.00025785245655544995
0.0058607982294765285,0.00431548421880387,0.002295581500450708,0.0018614631044261702,0.0003107055809415335
0.0024226726714920528,0.001873243611372526,0.0007116432513643123,0.0013436602234787388,0.00039058554098023987
0.00339183242320822,0.0012446012420457048,0.0007074725554140165,0.001295968942689848,0.00037227517174827666
0.003546712812117993,0.0008352196564951668,0.0006634358751733922,0.001381489116611617,0.0004084574430135047
0.003907385915378807,0.001953801744451408,0.002479238564312929,0.002156064181376521,0.00045653207937410527
0.004568997982970816,0.0017567222457301464,0.00164184920494877,0.002079960134855085,0.0003863669019724063
0.007714587514274192,0.003150978827545017,0.003599607353861889,0.001988062653673804,0.0003241302825486733
0.0036245486837270633,0.002984218135607011,0.004880506034958814,0.0017728600617802107,0.0005232698775621384
0.003350054166988018,0.0021251148741917325,0.0017192120712181216,0.001598013061908253,0.0005513766953765145
0.008323121385515967,0.0009751271325809719,0.0013583040203708366,0.0014266624125084367,0.0003762752377421557
0.0049043762400078844,0.002092944388537666,0.0013191494498702024,0.0011557812645138668,0.00032876955713143996
0.004544973089131347,0.0022103314507902552,0.0023907062412443095,0.0012849271150177958,0.00038102539653220156
0.005091663999705477,0.003371355597995359,0.0031551833968079443,0.0018591765367016652,0.00025543221126533307
0.004991923263169748,0.0010956839648383456,0.0015265215234936916,0.0014737187697578893,0.0003152708725015453
0.0029372427617564384,0.0006291347254957411,0.0008555836290941357,0.001192844070792967,0.0003248664029502678
0.003230195068929362,0.0011671887160649428,0.0013112548649087594,0.0013310540708940132,0.0003642640931928393
0.004649606057531159,0.001816090177098382,0.0006229436729283726,0.0014613046600704153,0.00033884612504279937
0.00387529342016079,0.001981826329572096,0.007502898251166806,0.0017965773882611343,0.00027354208071111514
0.0046954952795427015,0.0011232087724478462,0.0022972047170104907,0.0017916406410971033,0.0003808137597405209
0.0062962501631933995,0.0016620187802551163,0.001344366504206,0.0014647709932382844,0.0002747764122649038
0.003920508135312404,0.001624708670583511,0.0015223371263068577,0.0011024283116430418,0.00035160017888845644
0.003633930149198972,0.0015298736686523025,0.0010556228159433383,0.001639587111923989,0.00039716893342153564
0.004607085094207113,0.0010796667162465585,0.0011198264424281503,0.0012191977005157624,0.0003667971599118852
0.006481155852466857,0.0020324947938575874,0.002022558429701309,0.0016447204200239001,0.0004760500876563121
0.00450222498963956,0.00282281723160643,0.003346011247682768,0.0017928600024775066,0.0002981788670134045
0.0039759371657257766,0.0012541742843166096,0.001444771462465533,0.0013771914966693786,0.00031395484160003274
