delta,theta,alpha,beta,gamma
0.002814007007201465,0.0005358991416874819,0.0009120562417649803,0.0010404640241445304,0.0005597038778369601
0.004594657194810478,0.0008258990000048361,0.001113079611854109,0.0013795715896858707,0.0009619978444891185
0.006754212944267658,0.0018480910885915842,0.0020182902980264636,0.003726003598505124,0.009141714498246668
0.006972737602753591,0.0006062641991034445,0.0011288763410911642,0.0011931974459430453,0.002014963961662429
0.015724685873364754,0.00378114759722011,0.004570345218621771,0.006116445303136219,0.0098105778610746
0.010429663739262438,0.0015797361001675461,0.0026190720308027562,0.0020053691307941983,0.002838282080181025
0.005265972674113078,0.002535746989199541,0.0015281884862757965,0.0016564077571154774,0.00037847808851897705
0.0060852881986827485,0.0019446090852329526,0.001057983038215117,0.0016957910183706937,0.0004909349333536091
0.004934772088737339,0.0028865374853274993,0.0007720928785433952,0.0012093020980549186,0.00037003864832951805
0.0049318616237665055,0.0009479590310722391,0.0010995570112769329,0.001495073327695859,0.000392877644110606
0.002715490967675682,0.0011296891349581745,0.0011716130543436387,0.001161904953447073,0.00039011903300532354
0.0023428754771568135,0.0009775095243549504,0.0012093940124092211,0.0016808175889348096,0.0003453381247403801
0.006230477832799501,0.0009850356136705744,0.0011386660337683514,0.0011475150787918227,0.0002641550845601083
0.004555189506511276,0.001434241767257238,0.001555228333557843,0.002216810682051111,0.0002631832491885808
0.004173565142435279,0.0012100542550523995,0.0009238325865939583,0.001437133019978299,0.00023964101431793843
0.006835459121512287,0.002018117373932803,0.0017806081141344928,0.0019512011443964525,0.00030524388065732486
0.008949936954622732,0.001997779298605616,0.0021091941237945874,0.0013844224542766679,0.0006958048461865212
0.004869392970375683,0.0013533602912893113,0.0021903496611000856,0.0014382305327661211,0.0004137915549968899
0.004918509439904056,0.001129880197323599,0.001090667104375871,0.0011877023365050893,0.0002921260193128912
0.006183722551628623,0.0011628057097076492,0.0006622278479050216,0.0015372063929015578,0.0003158073286184838
0.009203740094692004,0.001510332820228878,0.0020620017024729513,0.0025937550774404335,0.0004631884329748002
0.008234133021168648,0.0015065136671555816,0.002200485400119006,0.0017640428399858027,0.00030265203891354463
0.003513038700882849,0.000888630581037977,0.0009610250519171406,0.0011674598057119401,0.00029475449522342535
0.004436856573889682,0.000754935024622327,0.0007569455038721471,0.0010686358638945588,0.00028007340221516296
0.005798279542861672,0.001066422691624198,0.0009329786159546394,0.0013240482647899974,0.0003373937878187924
0.004042934296066649,0.0014021697592397117,0.0008284508428961082,0.0015932783249336631,0.0003133771494034669
0.0028413125471859054,0.003531332001741279,0.0022134631306820326,0.0015110064563526762,0.00037433722587875237
0.005265410611959375,0.00212184063666386,0.003979230338221744,0.0012784175872690535,0.00038977373923997235
0.004386994367424341,0.001217403770776423,0.0010547865541500894,0.0014176825637456864,0.0003175819193153152
0.0043938775177303005,0.0011188693570180763,0.0011802205726727476,0.0012240691751420271,0.00034482861821195915
0.0027446376436783956,0.0006566563615850234,0.0007481640706310219,0.0012325703245990108,0.000419687722022103
0.0032546854447570795,0.000695437564369329,0.0006061400693471082,0.0014954448832403525,0.0003855109227087975
0.0043730611482184125,0.0014717297376823472,0.0008265421699183213,0.001466157970680336,0.0003482254890744987
0.0035214567819167367,0.0012617552174708203,0.0007866873013846723,0.0014126696557767127,0.0003814652825603416
0.004067780066909184,0.0010689965837653063,0.0010109891242293004,0.0010709821922316955,0.00033114784108511747
0.006615266185465692,0.003448949537691702,0.0026900461975116466,0.0018752410569394585,0.00029716682459346276
0.004821885957203543,0.0034117509007561453,0.0015293368661013446,0.0016240101203214253,0.00028909556257380764
0.0017726573962480782,0.0010080476025854303,0.0006365550478136976,0.001105943489988166,0.0003990662232375208
0.004082522685053163,0.0012350083130055784,0.0007362354957068936,0.001329487589024799,0.00037013054476353136
0.003979179062330664,0.0009734410385223858,0.0010816281406321035,0.0017401831960026381,0.0004372430851594799
0.0035772432702277615,0.002063869944560281,0.00261542749719666,0.002215088952211634,0.00044905356462134446
0.004419833488667053,0.001856161821343453,0.0014142693024701643,0.0017809866940725536,0.00036126882187452
0.008052614032540916,0.003886489934238016,0.005235916940473632,0.0023102029544469797,0.0003974139590286629
0.0026020807250491792,0.0016019336446447938,0.0029792278454555897,0.00145989731869995,0.0006283746140552763
0.004741039940957922,0.0020333110819130474,0.001972960802080495,0.0015064871499019788,0.0004282237575282127
0.007526949289805466,0.0014898128523674723,0.0009290104918104811,0.0013467224920949655,0.00040131637800243434
0.006198937304226518,0.002165667019092047,0.002222172429999244,0.0012811240038313669,0.0003327414334690107
0.004341391601369465,0.0026345576185007723,0.001978182329846691,0.0014720252025059368,0.0003348465720550053
0.004610231474087686,0.002490134171017995,0.003069369808634595,0.0016265161971455748,0.000294061934068431
0.004478974248246888,0.0009667097919460832,0.001184147176830798,0.0014853788040992215,0.00033596982050685607
0.003169317081580525,0.000628154118641839,0.0010853170100736274,0.0013974338011520798,0.00027978113764670447
0.0036171350726869897,0.001246227841433754,0.0010899021112115714,0.0014286034593813423,0.0003932642431716829
0.00436388144206204,0.0018872825243504358,0.0022206254792275716,0.0014067769960251072,0.0003339717216061187
0.004585196295187308,0.0017775989638691377,0.0074209980231897035,0.0018979271949784893,0.0002821376652716207
0.007038627559128222,0.001380542238874418,0.0009981212914337515,0.0015586131456794337,0.0003848019762599838
0.006314279792594799,0.0011258886436372585,0.00141246399526304,0.0014057290355040664,0.00028850106195791816
0.004305517772001454,0.0017507508874481605,0.001513382647507064,0.001161036049510736,0.0003823584180568846
0.003630421672654772,0.0016001887062448723,0.0012878608146596128,0.0018251323498199884,0.0004266733400419034
0.004743125060722143,0.0009857939558584224,0.0007277321098176342,0.00109067626071394,0.00033986495918197516
0.006274679639462533,0.0024520133542721223,0.003075151545099363,0.001770103486145451,0.00048325677569663734
0.0046478733195636284,0.0028044316769483602,0.0024240777898813467,0.0018401748074158948,0.0002474284751147426
0.005023100198183041,0.0007929070453172018,0.0011014571213543677,0.0012478867771596497,0.00032907558849492354
0.004695862346683484,0.0010630613686438205,0.0009338480299343131,0.0014606574809845824,0.00030717286565699545
0.0048018084545619,0.0014461629147111234,0.0008935772167440904,0.0014966480740896855,0.00028314459225470826
0.0035220293749910923,0.0011362064478724213,0.001123049268241367,0.0013881341664219416,0.00031472498024029893
0.007489532605314601,0.000945476233010075,0.001582806446084816,0.001082454427094042,0.00028546610629052625
0.0055098854562220054,0.0006191065972533008,0.0008690593458542894,0.0010406372236175221,0.00035980746168365026
0.004755484166543069,0.0007779739776855366,0.0010531162417823296,0.0011735896417868572,0.0004296392372608034
0.004998433985980746,0.0010571497869834067,0.0010885156250166777,0.0010657116295676049,0.0005501966010432724
0.003832340260429754,0.0011579260678387165,0.0006213927800500468,0.0012147815011142886,0.00035901355541064384
0.00521778058222554,0.001806886403294497,0.0007353845948976402,0.0014272594899094337,0.00029713688232806546
0.0028314104583716084,0.0015449191463303652,0.0011846866249716707,0.001624393366955448,0.0005204003356695185
0.005282021439553403,0.0016240087366250957,0.0025840629695540085,0.0025848333234453295,0.006040754465398473
0.0111203929995786,0.0013563614531188837,0.004019083988365571,0.0034380813193144104,0.011447427609074029
0.008608804048364404,0.002437287472108463,0.0029919637802363363,0.008863535272827974,0.01366705208754763
0.007211962371802152,0.002821027506041695,0.0025017639778475882,0.012934314865946858,0.02552182891993189
0.004342357301965233,0.0016868863574824816,0.002142256115884997,0.0013808398355801448,0.001136930170052788
0.0038677694492768025,0.0015979048775454745,0.0016404790665211862,0.0024133428532721263,0.0003486895096563777
0.005723322589251914,0.0030286056907040493,0.0024587009504557188,0.0019806448881831773,0.0002968838485462955
0.004878451246527033,0.005439071521253154,0.0017752465816459994,0.0012516514345380873,0.00031658864168363507
0.004135362611250754,0.002351679625572666,0.001498723674500703,0.0020502994976438643,0.000982413628090939
0.00404916162085576,0.0017370327374417762,0.0021974004359510365,0.002816591849008352,0.0008437725313567734
0.00455028251259739,0.001069226207548771,0.0011017403697009714,0.0017047221978214965,0.0004109971429081738
0.0032665082142782553,0.0014581215764447525,0.0012517856319105858,0.001738725256933954,0.0002766711521093354
0.005435618031472695,0.002503338984444941,0.0022362160787113596,0.006082017472563104,0.009013806850452293
0.011056654546801378,0.0038763170124993386,0.0037640668113476453,0.011630487124263986,0.02384821108642415
0.006474492668559433,0.0013166989450738378,0.00047430813359740484,0.0013337772204821592,0.001444924386538045
0.004744561868676625,0.0014063661202337533,0.0015547660866551392,0.0016140193882119246,0.00031238893550312454
0.005571912028158169,0.001736050098101032,0.0009223907148465414,0.001127921385018304,0.00029753822533323864
0.005701671128630245,0.0014097626497970727,0.0008107670110542296,0.0011545543965087337,0.00029108760120497685
0.004522960692511826,0.0012785531787855035,0.0008853768561068696,0.0010976409221039056,0.00017266912753201272
0.00593385298527181,0.003550237401133629,0.003946412610022432,0.004633975955482989,0.0003513903633876828
0.005369478124671307,0.0026421672445952208,0.0014966278166425083,0.0019038833845235906,0.0004870482114248555
0.002345117033837909,0.0009212035005286871,0.0013620232827048402,0.0013043205520279226,0.0004216369207580368
0.0036047150919298093,0.0016018766894499608,0.0010059737838007765,0.001637254550636192,0.000287048640035192
0.004195593746103641,0.001399684256453706,0.0012526352642842793,0.0012331314675426508,0.000459669981792865
0.004252675611479599,0.0013119859154507453,0.001735414826625219,0.0011345718907381655,0.00041162657015821015
0.004222363585845987,0.0014659586340255916,0.0017055910336575253,0.0018020751587036357,0.000375670230863455
0.003014743917817102,0.0014196971511794085,0.001985074014893744,0.0015559470626730185,0.0006831135405371715
0.00231017488151721,0.0010132659700089444,0.0026637544464033114,0.001527917064516909,0.0015587884386447793
0.006007064288656581,0.0021641605937706755,0.0026941507024563125,0.0017660694471665426,0.0004725629031192339
0.004272718666107774,0.0013121883767618688,0.0019442996767027308,0.001237263061056854,0.0004805515644401585
